id,title,authors_v7_raw,authors_v7a,source,changed
0355,Microfluidic Pressure Sensor Utilizing FEP as the Deformable Membrane,"Bao-Cheng Huang1, Kao-Mai Shen1, Kyojiro Morikawa1,2,3, Takehiko Kitamori1,3,4 Chihchen Chen1","Bao-Cheng Huang, Kao-Mai Shen, Kyojiro Morikawa, Takehiko Kitamori, Chihchen Chen",v7_pdf_cleaned,yes
0356,A Compact and Scalable Multi-Resistor MEMS Pirani Gauge,"Ashwini Kumari , Piyush Kumar1, Khanjan Joshi1, Ruei-Cian Chu3, Yi Chiu2,3, and Pushpapraj Singh1","Ashwini Kumari, Piyush Kumar, Khanjan Joshi, Ruei-Cian Chu, Yi Chiu, Pushpapraj Singh",v7_pdf_cleaned,yes
0367,Sampling Moiré Method Force Plate Utilizing Pantograph Structure for Out-of- Plane Detection,"Kakeru Nakayama1, Mai Kawamata1, Ohga Nomura1, Yukitake Nakahara1, Toshihiro Shiratori1, and Hidetoshi Takahashi1","Kakeru Nakayama, Mai Kawamata, Ohga Nomura, Yukitake Nakahara, Toshihiro Shiratori, Hidetoshi Takahashi",v7_pdf_cleaned,yes
0378,Real-Time In-Situ Monitoring of Plasma Etching Using Quartz Crystal Microbalance Sensors,"Kyeong Jun Park1,5, Eun Seo Go2, Yongjun Kwon2,4, Moonsoo Bak4, Hohyun Keum5, Hyeong-U Kim2,3,4*, and Hoe Joon Kim1*","Kyeong Jun Park, Eun Seo Go, Yongjun Kwon, Moonsoo Bak, Hohyun Keum, Hyeong-U Kim, Hoe Joon Kim",v7_pdf_cleaned,yes
0400,Direction-Aware Piezo-Transmittance Sensor Arrays for Real-Time Human Motion Monitoring and Advanced Wearable Electronics,"Byeongmin Kang1,2, Kwangjun Kim3, Jimin Gu4, Jun-ho Jeong2, Jong G. Ok3, and Inkyu Park1","Byeongmin Kang, Kwangjun Kim, Jimin Gu, Jun-ho Jeong, Jong G. Ok, Inkyu Park",v7_pdf_cleaned,yes
0407,A Flexible Capacitive Pressure Sensor with Porous PDMS Sponge for Swelling Detection,"Chin-Cheng Wu1, Cheng Kuo 2, Chang-Lung Tsai1 and Jin-Chern Chiou2,*","Chin-Cheng Wu, Cheng Kuo, Chang-Lung Tsai, Jin-Chern Chiou",v7_pdf_cleaned,yes
0423,"LC Repeater-Inspired Battery-free, Chipless, Flexible Body Sensor Network with Lightweight Reader","Guan-Lin Su, and Ting-Wei Wang*","Guan-Lin Su, Ting-Wei Wang",v7_pdf_cleaned,yes
0382,FET-Based Visualized Molecular Sieves for Thermal Shock-Driven Mercury Detection,"Guan-Cheng Zeng1, and Yu-Lin Wang1,2,3*","Guan-Cheng Zeng, Yu-Lin Wang",v7_pdf_cleaned,yes
0408,A 14.5-bit Hybrid SAR and Single-Slope Analog-to-Digital Converter with Background Calibration,"Cheng-Ya Yu1[0009-0008-8960-5976], Pai-Hsiang Hsu2[0000-0002-1012-4790], Yueh-Ru Lee3[0009-0000-3369-8490], Chung-Chih Hung4 [0000-0002-5817-712X] , and Chia-Hung Chen5[0000-0001-7753-1721]","Cheng-Ya Yu, Pai-Hsiang Hsu, Yueh-Ru Lee, Chung-Chih Hung, Chia-Hung Chen",v7_pdf_cleaned,yes
0419,APTES-Functionalized EGFETs Enabled by Thermally Assisted Hg²⁺–Molecular Sieve Complexation for Highly Sensitive Mercury Detection,"Ching-Yao Lan1, Guan-Cheng Zeng2 and Yu-Lin Wang1,2,3*","Ching-Yao Lan, Guan-Cheng Zeng, Yu-Lin Wang",v7_pdf_cleaned,yes
0220,SAW Thermoacoustic Mach-Zehnder Phase Modulator for Physical Reservoir Computer,"Kotaro Nose, Taiki Ijima, Masaki Shimofuri, Jun Hirotani, and Toshiyuki Tsuchiya","Kotaro Nose, Taiki Ijima, Masaki Shimofuri, Jun Hirotani, Toshiyuki Tsuchiya",v7_pdf_cleaned,yes
0225,A Raman Spectroscopy–Based Signal Processing and Machine Learning Framework for Robust Circulating Tumor Cell Detection,"J. L. Li1, H. T. Chang1, W. W. Hu1, I. T. Chyuan2, M. H. Chiu2, Y. C. Cheng2 and C. W. Tsao1,2,*","Jia-Ling Li, Hsien-Ting Chang, Wei-Wen Hu, I-Tsu Chyuan, Ming-Huang Chiu, Yu-Che Cheng, Chia-Wen Tsao",v6_fallback_cleaned,yes
0292,Bridging LFP and Action Potential Representations for Learning-Based Closed- Loop Deep Brain Stimulation,"Jin-Rong Lai1, Shun-Chao Yang2, Chiang Jung2, Chia-Hung Cho2, Chii-Wann Lin1,2","Jin-Rong Lai, Shun-Chao Yang, Chiang Jung, Chia-Hung Cho, Chii-Wann Lin",v7_pdf_cleaned,yes
0293,Enhancing Granularity Robustness in Acoustic Tool-Wear Classification for CNC Milling Using a CNN-Augmented Transformer,"Shang-Yu Lin, Po-Han Chen, Pang-Hsiang Hung, Pei-Zen Chang, and Wei-Chang Li*","Shang-Yu Lin, Po-Han Chen, Pang-Hsiang Hung, Pei-Zen Chang, Wei-Chang Li",v7_pdf_cleaned,yes
0226,A Low-Noise Amplifier with Accurate Embedded Hybrid Time-Gain Compensation for Ultrasound Receiver Front-Ends,"Y. S. Chou1, C. H. Xu1, C. H. Huang2, and Y. T. Liao1","Yu-Siang Chou, Chen-Hua Xu, Chih-Hsien Huang, Yu-Te Liao",v6_fallback_cleaned,yes
0135,Design and Optimization of Thermal Management for Thin-Film Heating in Microfluidic Systems,"PingJui Wu , Kyojiro Morikawa , Takehiko Kitamori1,3,4, Chihchen Chen1","PingJui Wu, Kyojiro Morikawa, Takehiko Kitamori, Chihchen Chen",v7_pdf_cleaned,yes
0233,Influence of Porous Transport Layer Pore Size on the Performance of Anion Exchange Membrane Water Electrolysis: Multiphysics Simulation Investigation,"Chih-Yen Kuo1, Li-Yun Yeh2, Yung-Liang Tung2, Li-Da Chiu3, Chih-Hung Chen 1,*,Jian-Zhang","Chih-Yen Kuo, Li-Yun Yeh, Yung-Liang Tung, Li-Da Chiu, Chih-Hung Chen, Jian-Zhang",v7_pdf_cleaned,yes
0162,Bias Magnetic Field Dependence and Magnetostrictive Constant for MEMS Magnetostrictive Vibration Energy Harvesters Using Fe-Based Nanocrystalline Soft-Magnetostrictive Films,"T. Sakamoto1, K. Sano1, C. Oka1, J. Sakurai1,and S. Hata1","Tatsuya Sakamoto, Kohya Sano, Chiemi Oka, Junpei Sakurai, Seiichi Hata",v6_fallback_cleaned,yes
0168,Effects of a CaCO₃ Scattering Layer and CDCA Co-Adsorbent on the Efficiency of TiO₂ Dye-Sensitized Solar Cells,"Bo-Yu Huang, and Chun-Yu Li","Bo-Yu Huang, Chun-Yu Li",v7_pdf_cleaned,yes
0396,Piezoelectric MEMS Resonators and Oscillators in Liquid Environment for Mass Sensing Applications,"Navajyoth Kummath, Sheng-Shian Li","Navajyoth Kummath, Sheng-Shian Li",v7_pdf_cleaned,no
0414,A 50 GHz Switched-Line RF MEMS Phase Shifter with Low Loss on Sapphire Substrate,"Piyush Kumar1, Ashwini Kumari1, Rahul Mehra2, and Pushpapraj Singh1","Piyush Kumar, Ashwini Kumari, Rahul Mehra, Pushpapraj Singh",v7_pdf_cleaned,yes
0181,Liquid Metal Powder–Enabled Conductive Networks for Multifunctional and Versatile Electronics,"Osman Gul1, and Inkyu Park1","Osman Gul, Inkyu Park",v7_pdf_cleaned,yes
0269,Laser-Induced Graphene Hybrid Sensor for Simultaneous Gas and Air flow Detection,"Kenta Murakami1, Ryusei Ando2, Rihachiro Nakashima2, Yoshiyuki Kaiho1, Yoshifumi Yoshida1, and Hidetoshi Takahashi2","Kenta Murakami, Ryusei Ando, Rihachiro Nakashima, Yoshiyuki Kaiho, Yoshifumi Yoshida, Hidetoshi Takahashi",v7_pdf_cleaned,yes
0314,Investigation of Electron Spin Resonance Imaging of a Hair Fragment,"Kaoru Fukushima, Takahito Ono, Masaya Toda","Kaoru Fukushima, Takahito Ono, Masaya Toda",v7_pdf_cleaned,no
0333,Skin-Conformal Tessellated Platforms with On-Demand Switchable Adhesion for Wearable Devices,"G. Choi1, H. E. Jeong2, and I. Park1,3","Geonjun Choi, Hoon Eui Jeong, Inkyu Park",v6_fallback_cleaned,yes
0381,An Ultra-High Precision Refractive Index Measurement Framework Based on Surface Plasmon Resonance System with Flow-Thermal Coupling Compensation,"Jian-Hong Yang1, Chia-Ling Chiang1, Hong-Xiang Jiang2, Pien-Pien Lin2, Ming-Hsien Lee2, Ying-Ju Chen2, Dan Jing Chang1, Tzu-Heng Wu1, Nien-Tsu Huang1, and Chii-Wann Lin1,2*","Jian-Hong Yang, Chia-Ling Chiang, Hong-Xiang Jiang, Pien-Pien Lin, Ming-Hsien Lee, Ying-Ju Chen, Dan Jing Chang, Tzu-Heng Wu, Nien-Tsu Huang, Chii-Wann Lin",v7_pdf_cleaned,yes
0158,Flexible MEMS Thermal Sensor Using Cost-Effective Metallization: Cu,"M. S. Al Farisi1,2, R. Aso1, Y. Hasegawa1, and M. Shikida1","Muhammad Salman Al Farisi, Rintaro Aso, Yoshihiro Hasegawa, Mitsuhiro Shikida",v6_fallback_cleaned,yes
0290,Response Evaluation of a Tip-Type Hetero-Core Fiber Optic Magnetic Field Sensor Using Magnetic Fluid,"Hayato Hanada1, Takaaki Abe1, Deepro Banerjee1, and Michiko Nishiyama1","Hayato Hanada, Takaaki Abe, Deepro Banerjee, Michiko Nishiyama",v7_pdf_cleaned,yes
0331,Feasibility Study of Wind Compensation for MEMS Cantilever-Based Wave Height Sensors,"Kako Koeda1, Takuto Kishimoto1, Kyota Shimada1, Ryusei Ando1 and Hidetoshi Takahashi1","Kako Koeda, Takuto Kishimoto, Kyota Shimada, Ryusei Ando, Hidetoshi Takahashi",v7_pdf_cleaned,yes
0342,Soft Microfinger Robot for Bilateral Head Stimulation and Reaction-Force Analysis in Zebrafish Larvae,"T. Nakatsuka , H. Hirata2, M. Nagai3, and S. Konishi1,4","Tomohiro Nakatsuka, Hiromi Hirata, Moeto Nagai, Satoshi Konishi",v6_fallback_cleaned,yes
0410,Surface Plasmon Resonance Imaging Sensing technique for Multiplex Detection of Acute Respiratory Infection Viruses,"Yu-Shuo Yeh1, Hao-Lun Hung1, Han-Yun Hsieh2, Pei-Kuen Wei3, Yu-Jui Fan4, Horn-Jiunn Sheen1","Yu-Shuo Yeh, Hao-Lun Hung, Han-Yun Hsieh, Pei-Kuen Wei, Yu-Jui Fan, Horn-Jiunn Sheen",v7_pdf_cleaned,yes
0161,A TSV- and RDL-Free Infinite-Stacking 3D IC Packaging Platform with Integrated Thermoelectric and Microfluidic Thermal Management,"Meenakshi Ray , Chia-Kai Lin b,c,d, Yu-Lin Wang b,c,d *, Zong-Hong Lin a,b *","Meenakshi Ray, Chia-Kai Lin, Yu-Lin Wang, Zong-Hong Lin",v7_pdf_cleaned,yes
0334,Piezojunction Effect in n-3C-SiC/p-Si Heterojunction for Ultrasensitive Strain Sensing,"Tuan Sang Tran1,2, Thi Tra Giang Nguyen1, Muhammad Tamoor Ansar1,2, That Buu Ton1, Cuong Nguyen1, Thanh-An Truong1, Duc Khanh Tran1, Van Thanh Dau1, Dzung Viet Dao1,2","Tuan Sang Tran, Thi Tra Giang Nguyen, Muhammad Tamoor Ansar, That Buu Ton, Cuong Nguyen, Thanh-An Truong, Duc Khanh Tran, Van Thanh Dau, Dzung Viet Dao",v7_pdf_cleaned,yes
0352,Vertically Aligned Nanostructure-Based Biosensor for Serum Antibody Detection of Porcine Mycoplasma Arthritis and Septicemia,"Wei-Ni Lee 1 and Shu-Ping Lin 2, 3, *","Wei-Ni Lee, Shu-Ping Lin",v7_pdf_cleaned,yes
0354,Fabrication of Au/Ta2O5/AuNPs Hybrid Multilayer Hetero-Core Fiber Optic Refractive Index Sensor,"M. Nishiyama1, D. Banerjee1, H. Y. Chen2, S.P. Morgan2, and S. Korposh2","Michiko Nishiyama, Deepro Banerjee, YiHsuan Chen, Steve Morgan, Sergiy Korposh",v6_fallback_cleaned,yes
0392,Nanobrush-Based Electrical Biosensors for Rapid Diagnosis and Stage Differentiation of Neurodegenerative Diseases in Blood Plasma,"Yi-Nuo Huang 1, Ming-Hong Chang 2, Wei-Ju Lee 2, 3, and Shu-Ping Lin 4, 5, *","Yi-Nuo Huang, Ming-Hong Chang, Wei-Ju Lee, Shu-Ping Lin",v7_pdf_cleaned,yes
0174,Integrated Voxel Modeling and Quality Prediction for Intelligent Path Planning in Ultrafast Laser 3D Direct Writing,"You-wei Lu, Po-Han Huang","You-wei Lu, Po-Han Huang",v7_pdf_cleaned,no
0328,Ag Coated Hetero-Core Fiber Optic Magnetic Field Sensor Using Oil Based Magnetic Fluid Containing 50 nm Fe3O4 Nanoparticles,"Kazuki Inoue, Takaaki Abe, Hayato Hanada, Deepro Banerjee, Michiko Nishiyama","Kazuki Inoue, Takaaki Abe, Hayato Hanada, Deepro Banerjee, Michiko Nishiyama",v7_pdf_cleaned,no
0383,Performance Validation of a Test Strip-Based Sensing Platform for Fecal Leukocyte Esterase Detection in IBD Monitoring,"Zu-Han Yang1, Dan-Ching Chang1,2, Ying-Ju Chen2, Tzu-Heng Wu5, Su-Yu Chu2,4, Shu-Chen Wei3, Chii-Wann Lin1,2","Zu-Han Yang, Dan-Ching Chang, Ying-Ju Chen, Tzu-Heng Wu, Su-Yu Chu, Shu-Chen Wei, Chii-Wann Lin",v7_pdf_cleaned,yes
0397,Fabrication and Ionic Current Characterization of a Gold Nanoparticle Dimer- Integrated Nanopore for SERS-Based DNA Analysis,"Y. Ogura1, M. Taguchi1, S. Yotsuzuka1, H. Honma1, K. Sugano1,2, and Y. Isono1","Yuta Ogura, Makoto Taguchi, Shintaro Yotsuzuka, Hiroaki Honma, Koji Sugano, Yoshitada Isono",v6_fallback_cleaned,yes
